Text,Action,Action_number,Label
"Saint John's in a little bit of a zone. Now that's where you gotta get the ball against that zone. Perfect, perfect, perfect.",No action,0,0
"38 The the Bulldogs. They they will not see Kentucky again this year. I think Oscar Sheboy's middle name, it's like fight.",No action,0,0
"Really a terrific season. The ACC's top rebounder, 16 double double s. It's really come into his own this season. He really has his gold up, become more of a leader and that's right, David stepping up, knocking down to the.",No action,0,0
"It's not like he's in a league. This is only three or four NCAA tournament team. He's in a league is gonna put 8, maybe 9 NCAA tournament. Teams in that March Madness and.",No action,0,0
Kansas wants to get out of this half without a cyclone run. Back door Harris off the window. Great play.,No action,0,0
Campaigning. Is called on pinum.,No action,0,0
Is looking for guys who can block shots and bring that type of energy and have skill offensively. Think he's be able to shoot the ball down the road so reminds me a little bit of miles turning.,No action,0,0
With five on the shot clock and Johnnie Kochville. And coal takes it away.,No action,0,0
"He's affected the game with his scoring and rebounding. He might be oversimplifying, but that's almost been the story of this whole Kansas career. This season. Yeah, particularly.",No action,0,0
"Every other times you press to try to speed things up or chew the clock up Richmond. No, no. I don't think Seenon was affected by it, to be honest with you.",No action,0,0
"Shannon, that's an offensive fouls. He ran over Allen.",No action,0,0
Helps run the Scout team. Auburn will improve to 21 and one.,No action,0,0
"Paris, you know, that looks like. That's the shot he hit.",No action,0,0
"Galloway is still playing with a bum knee that he had surgery on earlier this season. You see the wrap on his left leg. Shedrick. Wide, right, rebound, Zachary.",No action,0,0
"He's been in full-fledged attack this entire game. He's got 20 points, third time this year, he's at the 20.5 and a foul on a derusha.",No action,0,0
Ohh what an answer by Joseph Yesufu.,No action,0,0
Turn the channel now. Just get a head start so it doesn't have to see that game winner again. Here's kawhi.,No action,0,0
"That night he said, you know, Dean would come to a coaches clinic. He would really draw anything up. He just show you some film that's a high percentage. Look for Kamala. Yeah, you want your money back after that, right?",No action,0,0
Seal of this overachieving Cyclone team. Was a team that won two games a year ago and are up to 16 and five.,No action,0,0
"Have scored or nine of the 10 that have played have scored Wilson. He blocked Jeffries, then fouled him.",No action,0,0
Could be the number one pick overall. He's got the prettiest jump shot you'll ever see stepping on the line right there.,No action,0,0
"Get as close as three. It was 4329 at the half. That's a blocking foul car, a little shaken up.",No action,0,0
"And these three guards on the court together, they're plus 26 on the season. His best to be. The shooter among the three and the.",No action,0,0
OK. Carter skips in. Mississippi State basketball.,No action,0,0
"Last several years. That's at 9 on ESPN. Also on the app. Jimmy, you'll be flipping back and forth between.",No action,0,0
"13 points per game this season. Now Harris leader for them, he is Donnie and he's one of very few veterans on this Georgetown team that is late.",No action,0,0
This is where they've had their issues. Matthews for two. Not amazing shot. There's benaiah again. Come crashing in in Durham. Brings it up the floor.,No action,0,0
"West. Right back in there. Got it free on the drive. Ohh. Beautiful little shot there by Jalen Withers, the sophomore.",No action,0,0
"It's an aggressive zone that puts pressure on the ball. Right there, random trap out of yes, this is this is a concern right now for Mississippi State.",No action,0,0
"But that's pretty impressive. And you know the state of Alabama. I mean, with Nate Oats and Alabama and Bruce Pearl here at Auburn and Andy Kennedy and UAB, it reminds you a little bit of when when Sanderson was at Alabama, yet Sunny.",No action,0,0
Williams threw the double team out to Gordon. He stepped down the inline.,No action,0,0
"Well, that time the ball hit about 8 different spots on the floor. Yeah, how quickly it moves. Often coaches will say don't let it stick.",No action,0,0
Manning. Up against West? Wants to shoot it? Yes. Banks in two and he's made a couple big baskets and knocked down to three.,No action,0,0
"Largest lead of the night for the Friars stand. Yes, I'm not cut intention right now. I'm right by the sink.",No action,0,0
"Laying off, well, he's made a couple. How about that #3?",No action,0,0
And all those ball Rojas dives to the floor and it's tied up. It's gonna.,No action,0,0
Knocking down threes and punch time. Everybody wants to shoot him Withers and it rattles in.,No action,0,0
"Bradford. Running after six rebounds performance, five of them offensive boards against South Carolina. Another A&M turnover in the VESKI draws the foul.",No action,0,0
"Clark shedrick. The role man. He's going to the free throw line, fouled by Carnick and now four on James Carney.",No action,0,0
"They did trail by 10 at one point in that first half, Harris threading it. Diego FA and it's stripped away by Jared Rhoden.",No action,0,0
Cole. Jack is that rebound. Sanogo.,No action,0,0
"Only averages 9 minutes per game. But yeah, they just they played him a little more lately. Alexander, yes.",No action,0,0
"13 to shoot there, still at the mid court logo. A lot of dribbling and not a lot of passes. Galloway forced into a contested shot, Bickerstaff an offensive rebound and putback.",No action,0,0
"All loose underneath Santos Silva trying to. Defeated to a teammate, but ask you a steal. Running with Alan sends it to the wing. An offensive foul on Esque Bryson Williams was there to take the charge. Bryson Williams.",No action,0,0
Is there a second leading scorer at about 12A game? Carnick going back to work on the physical cafaro at karnick underneath.,No action,0,0
"In action tonight with Georgetown right after us on FS1. Pretty dry. Quite the answer by Trey Alexander. Well, you gotta be tough going to the rim with those hand checks.",No action,0,0
Is it from Greek? But he can take it. The guys in the. Pasha Alexander's first shot attempt is no good and Nate Watson's there for the rebound.,No action,0,0
"Yeah, Kadari Richmond can. He can really get it going and sometimes they get out of his way. He just has to know when to pull back a little and to make the right decision, even when he has the green light.",No action,0,0
"Here's Kanye Jones, a freshman who lost it. Virginia forces another turnover. They run. Clark latches, yes.",No action,0,0
"I think again, just a great defender on ball or off the ball. Great anticipation there. He leads the ACC in steals per game. Gardner drawn a ton of fouls on the Eagles inside. That's the third one he he's drawn so far. Just catching it, driving his shot, faking.",No action,0,0
"And they work too much, these officials, but they get about 90. They do get 95% of the calls, right? That's not guessing. Here's the turnover brockington. Nice pants, enough to grill.",No action,0,0
